#ID ra dec P r ug gr ri iz gN gAmpl rN rAmpl iN iAmpl zQSO MiQSO cl
79609 4.133763 1.232174 3030.7919268 19.89 0.22 0.1 0.15 -0.04 61 0.767 61 0.592 58 0.562 1.49 -25.18 QSO
79963 2.031396 0.271969 2058.2953288 18.87 0.01 0.2 0.17 -0.05 61 0.375 59 0.272 63 0.265 1.48 -26.129 QSO
80524 4.069676 -0.710705 0.9976584 20.14 0.35 0.26 0.13 0.22 50 0.444 50 0.391 51 0.384 0.77 -23.086 QSO
80641 2.303745 0.084583 815.8370027 17.54 0.23 0.13 0.19 -0.02 54 0.272 55 0.248 54 0.233 1.74 -27.794 QSO
81005 1.424528 -1.069739 3072.7322239 19.19 0.3 0.13 0.07 0.19 49 0.592 51 0.487 52 0.426 2.12 -26.109 QSO
81061 3.998289 0.703595 1258.4926627 19.63 -0.04 0.3 -0.12 -0.11 58 0.548 61 0.306 62 0.314 1.34 -24.787 QSO
81140 1.25177 -0.563412 1972.2692359 18.45 0.24 0.11 0.08 0.18 62 0.363 63 0.275 63 0.219 2.17 -27.035 QSO
82001 0.192318 -0.501973 2415.837189 19.78 0.11 0.18 0.05 -0.06 62 1.022 62 0.815 61 0.685 1.44 -25.16 QSO
82447 0.875781 0.137025 3223.3564683 18.99 0.72 0.13 0.02 0.16 55 0.379 56 0.334 55 0.329 2.57 -27.114 QSO
82552 1.148963 -1.221836 415.391418 18.64 0.26 -0.1 0.17 0.08 50 0.319 53 0.291 53 0.276 0.51 -23.442 QSO
82616 1.533514 -1.116852 1266.9838836 19.05 0.25 0.19 -0.02 0.03 51 0.521 52 0.562 54 0.555 0.95 -24.437 QSO
82957 4.822129 0.459845 2458.7817734 19.5 0.65 -0.06 -0.09 0.17 51 0.581 50 0.602 52 0.565 2.42 -25.908 QSO
83042 3.898105 0.898916 1522.1404285 19.0 0.01 0.36 0.11 0.05 52 0.428 53 0.279 52 0.241 1.36 -25.57 QSO
83252 2.194556 0.290434 813.6794369 19.4 0.2 0.15 0.34 0.1 60 0.261 61 0.241 63 0.217 1.69 -26.037 QSO
83360 2.124083 -0.117806 1565.6615726 18.95 0.21 -0.03 0.13 -0.01 60 0.328 60 0.287 62 0.245 1.65 -26.084 QSO
83436 1.253511 1.050942 3110.9741357 19.12 0.32 0.1 0.23 0.11 97 0.418 100 0.335 98 0.366 1.63 -26.187 QSO
83896 3.19634 0.210986 3096.3753055 19.08 0.25 0.13 0.16 0.23 110 0.444 113 0.403 108 0.33 2.15 -26.603 QSO
84783 4.524638 -1.195301 1873.4036337 19.88 0.4 0.15 0.09 0.17 52 0.47 53 0.375 54 0.335 2.03 -25.639 QSO
85167 4.603989 0.257197 2601.2300451 19.64 1.25 0.55 0.06 0.45 56 0.343 59 0.347 59 0.368 2.43 -26.501 QSO
85979 2.880936 0.78845 3106.7994271 19.62 -0.03 0.0 0.25 -0.02 56 0.677 59 0.583 61 0.448 1.88 -25.639 QSO
86582 0.126581 -0.458997 3191.8492521 19.68 0.19 0.04 0.23 -0.05 64 0.506 64 0.487 64 0.413 1.8 -25.368 QSO
87638 1.272713 -0.036348 2985.1482388 19.95 0.12 0.05 0.35 0.06 60 0.301 63 0.309 62 0.277 1.83 -25.408 QSO
87740 2.268405 -0.725769 2315.3685776 18.82 -0.19 -0.01 0.32 0.02 46 0.449 52 0.378 52 0.296 1.83 -26.826 QSO
87776 3.444392 0.70151 2923.5070173 20.12 0.29 0.24 0.31 -0.07 59 1.132 60 0.826 59 0.697 1.55 -24.536 QSO
88077 1.910564 0.976528 947.4994648 19.46 -0.11 0.0 0.29 0.08 54 0.41 56 0.357 57 0.359 1.85 -25.711 QSO
88302 4.651697 -0.492511 3287.1284544 19.09 0.04 -0.03 0.37 -0.02 64 0.31 61 0.238 62 0.185 1.85 -26.548 QSO
88587 0.536803 -0.295181 2909.5783801 18.63 0.34 0.02 0.12 -0.05 55 0.471 54 0.419 55 0.408 0.65 -24.049 QSO
88738 0.365783 -0.465577 2254.9895526 19.94 -0.0 0.21 0.01 -0.02 60 0.461 63 0.375 63 0.338 1.34 -24.613 QSO
88853 1.747043 -0.294678 2561.9404143 19.38 0.0 -0.07 0.12 0.16 48 0.507 53 0.505 52 0.427 2.02 -26.004 QSO
89008 3.07412 0.554466 0.997728 19.47 0.29 0.41 0.17 0.11 54 0.384 54 0.313 55 0.32 1.31 -24.914 QSO
89200 4.496489 -1.095422 3304.3453312 19.07 0.35 0.03 0.19 -0.03 52 0.895 53 0.726 54 0.666 1.57 -25.601 QSO
90959 3.567791 -0.399367 1862.7894694 19.49 0.06 0.19 -0.06 0.12 53 0.288 51 0.227 53 0.212 0.98 -24.048 QSO
91361 4.31631 0.652293 2577.5508383 19.4 0.33 -0.06 0.04 0.21 58 0.942 61 0.864 61 0.762 0.81 -23.42 QSO
91514 2.574163 1.080778 2601.2300333 18.87 0.29 0.28 0.47 0.04 57 0.32 61 0.252 59 0.191 1.82 -26.798 QSO
91794 1.379437 0.164167 2599.0698987 18.6 0.4 0.31 0.03 0.05 52 0.283 54 0.3 55 0.285 0.94 -24.796 QSO
92171 0.790872 -0.710601 0.9968386 19.25 0.21 0.35 0.07 0.04 43 0.457 44 0.365 43 0.34 1.4 -25.377 QSO
92315 2.577359 -0.969556 2528.235299 19.32 0.5 -0.02 0.22 -0.02 61 0.599 62 0.624 62 0.502 0.63 -23.719 QSO
92483 3.750572 1.255307 538.9129615 20.03 0.4 0.02 0.36 0.07 46 0.431 49 0.355 48 0.254 0.57 -22.594 QSO
92997 4.444034 0.94558 2244.2479764 19.98 0.05 -0.01 0.26 -0.07 51 0.444 51 0.485 51 0.445 1.83 -25.121 QSO
93235 2.697765 0.316785 2872.6633386 18.55 0.21 -0.01 -0.04 0.03 59 0.548 60 0.487 61 0.502 0.75 -24.282 QSO
93960 4.237495 0.925586 1573.12117 19.21 0.11 -0.06 0.27 0.08 50 0.639 51 0.507 53 0.434 1.76 -26.261 QSO
94538 4.316036 -1.166532 2299.1771678 19.47 0.3 0.24 0.33 0.04 50 0.562 53 0.437 51 0.325 1.9 -26.19 QSO
95334 0.136268 -0.920253 1199.1158074 19.75 0.19 0.03 0.17 -0.04 63 0.392 64 0.334 63 0.313 1.52 -25.229 QSO
96715 0.627963 0.833096 1201.2880786 17.88 0.35 0.41 0.12 0.01 75 0.539 77 0.363 78 0.347 1.35 -26.539 QSO
97530 3.527143 -1.133253 2616.3052771 19.73 0.54 0.46 -0.02 -0.07 53 0.4 53 0.3 53 0.404 1.16 -24.187 QSO
97612 4.171546 1.012588 462.4223738 19.25 2.14 0.25 0.15 -0.03 48 0.258 51 0.242 52 0.196 3.04 -27.235 QSO
97938 1.24421 0.915994 625.6561549 20.02 0.05 0.27 0.04 -0.03 51 0.363 52 0.314 51 0.303 1.21 -24.146 QSO
99273 2.06534 0.754483 824.8538112 19.54 0.17 0.3 -0.05 -0.08 61 0.46 59 0.317 63 0.312 1.09 -24.37 QSO
99669 1.068617 -0.883505 2958.4155247 19.51 -0.01 -0.01 0.16 0.13 61 0.35 61 0.307 61 0.226 2.02 -26.023 QSO
100286 2.956811 -0.457465 3270.8553982 20.06 0.6 0.14 0.02 0.07 59 0.286 61 0.233 62 0.329 2.71 -26.029 QSO
100520 1.252244 1.039134 0.9974463 18.45 0.18 0.16 0.08 0.17 34 0.271 36 0.212 37 0.293 2.12 -27.393 QSO
100539 4.394924 -0.318982 3321.033911 18.91 0.18 0.16 0.03 0.19 47 0.336 53 0.375 51 0.358 2.11 -26.462 QSO
100801 3.275625 0.075537 3131.2605475 18.46 0.32 0.16 0.04 0.14 54 0.287 55 0.206 54 0.177 2.16 -27.117 QSO
101129 2.922526 -0.789607 2107.5790743 19.76 0.13 0.03 0.19 -0.02 53 0.516 54 0.442 54 0.384 1.65 -25.301 QSO
101718 4.299869 0.169208 939.378045 20.15 1.43 0.15 0.38 0.15 46 0.249 50 0.256 51 0.213 2.93 -26.535 QSO
101818 2.051219 0.220138 2512.2134829 19.38 0.34 0.35 -0.01 0.05 62 0.285 60 0.24 64 0.211 1.05 -24.449 QSO
101965 2.599709 1.01097 2141.9044377 19.37 0.08 0.17 0.07 0.02 55 0.516 52 0.471 55 0.52 1.38 -25.201 QSO
103425 4.945627 -1.136683 3146.2426383 19.75 -0.07 0.13 0.29 0.23 53 0.339 55 0.289 54 0.238 2.12 -25.958 QSO
103455 2.941949 1.115284 1996.1113018 19.63 0.05 0.18 0.09 0.16 57 0.359 61 0.266 59 0.304 2.01 -25.933 QSO
103646 1.85281 -0.851687 3336.933289 19.86 0.02 0.19 0.05 -0.06 62 0.924 61 0.67 62 0.562 1.41 -24.586 QSO
103913 2.753637 -0.258935 1183.8507072 19.89 0.3 0.18 0.05 0.16 49 0.489 52 0.557 51 0.435 0.89 -23.455 QSO
104193 4.01394 -1.253975 2252.9806688 19.01 0.07 0.13 0.08 0.04 48 0.504 51 0.414 52 0.366 1.42 -25.263 QSO
104392 1.854936 0.61253 3.9917478 19.07 0.08 0.14 0.12 0.2 55 0.241 56 0.221 57 0.199 2.03 -26.513 QSO
104962 4.500858 0.767472 1536.5331445 18.51 0.11 0.02 0.16 0.01 60 0.301 60 0.232 61 0.181 1.9 -26.89 QSO
106325 1.541958 0.43329 1618.5449336 19.72 0.22 0.21 0.03 0.15 52 0.36 54 0.289 57 0.342 1.03 -23.929 QSO
106501 4.838467 -0.00316 1212.3170708 19.65 0.55 0.46 0.08 0.22 102 0.556 103 0.52 101 0.491 0.94 -24.054 QSO
106565 2.333399 0.938465 2948.7207163 19.81 0.58 0.15 0.02 0.18 51 0.577 55 0.577 52 0.504 2.39 -25.538 QSO
106691 3.759422 0.203489 2237.4913261 18.97 1.27 0.09 0.24 0.24 66 0.244 63 0.188 66 0.182 2.85 -27.376 QSO
106772 0.703862 0.946764 1336.5134911 19.91 0.09 0.31 0.08 -0.03 49 0.602 50 0.416 51 0.469 1.29 -24.321 QSO
106913 4.84055 0.125073 2506.9933263 19.98 0.06 0.22 -0.09 -0.03 53 0.606 51 0.496 53 0.627 1.03 -23.966 QSO
107313 2.300335 0.971736 2548.7004035 20.0 0.68 0.05 -0.0 0.11 50 0.302 54 0.275 52 0.28 2.68 -25.91 QSO
107687 0.951927 -0.732052 821.955778 19.66 0.21 0.12 -0.06 0.14 54 0.438 55 0.327 53 0.406 0.9 -23.467 QSO
108155 4.298165 -0.412679 2737.7602664 19.07 0.24 0.02 -0.15 0.18 54 0.472 59 0.463 59 0.509 0.78 -24.031 QSO
109511 1.221912 -0.59197 1508.4687557 20.29 0.32 0.01 0.26 0.0 61 0.391 63 0.284 63 0.269 1.57 -24.651 QSO
109616 0.175108 -0.750391 3111.504849 19.88 -0.0 0.27 0.04 -0.07 54 0.646 55 0.493 56 0.457 1.31 -24.504 QSO
110814 4.84135 -0.902064 2940.8567282 20.27 0.25 0.06 0.24 -0.05 62 0.536 61 0.47 60 0.423 1.62 -25.149 QSO
111226 4.562353 0.227868 3270.8554452 20.24 0.07 -0.04 0.24 -0.0 56 0.392 59 0.368 59 0.312 1.88 -25.349 QSO
111332 0.985686 -1.02545 1880.5834179 19.47 0.23 0.17 -0.06 0.2 63 0.425 62 0.392 63 0.351 0.91 -23.821 QSO
111809 3.714813 0.948753 799.956972 18.36 0.13 0.08 0.1 -0.09 53 0.379 52 0.312 52 0.306 1.47 -26.154 QSO
111817 4.807326 0.422514 2791.7430755 19.13 0.18 -0.0 0.13 -0.06 114 0.516 110 0.443 114 0.476 1.57 -25.865 QSO
112497 3.241213 1.257802 1904.0642158 19.39 0.07 0.32 0.09 -0.02 59 0.381 61 0.311 57 0.284 1.18 -24.924 QSO
113067 0.051072 -0.539033 3161.3052761 20.14 -0.04 0.2 0.09 -0.07 62 0.626 62 0.499 63 0.496 1.44 -24.529 QSO
113426 4.417607 -0.898051 849.2452452 19.9 0.1 0.25 0.28 0.32 61 0.451 61 0.37 60 0.367 2.09 -25.842 QSO
113577 3.506437 0.4762 2299.1771515 19.11 0.06 0.18 0.05 -0.03 53 0.412 53 0.337 54 0.301 1.41 -25.419 QSO
114012 2.159578 -0.865777 2390.9965479 19.7 1.55 0.03 -0.03 0.22 62 0.227 59 0.225 59 0.312 2.89 -26.582 QSO
114109 1.436347 -0.951837 513.7692143 19.86 0.3 0.15 0.03 0.15 57 0.349 63 0.31 62 0.249 2.11 -25.552 QSO
114191 1.1843 1.010115 3321.033851 19.42 0.04 0.2 0.08 -0.01 55 0.579 54 0.5 53 0.446 1.43 -24.92 QSO
114499 1.44363 0.388097 629.8449957 19.93 0.43 0.31 0.07 0.05 58 0.467 61 0.369 60 0.405 1.35 -24.606 QSO
114502 3.722348 -0.474332 3336.933285 19.12 0.02 0.12 0.45 0.12 59 0.354 61 0.301 60 0.266 1.92 -26.555 QSO
114724 2.533439 0.671726 3292.5885888 20.11 0.04 0.05 0.23 0.06 55 0.688 61 0.652 61 0.513 1.89 -25.401 QSO
114767 3.719402 0.666283 2923.5070173 19.44 0.05 0.17 0.21 -0.01 59 0.433 60 0.384 62 0.328 1.48 -25.543 QSO
114880 3.835614 0.454631 2.0020905 18.69 2.34 0.66 0.08 0.06 50 0.479 55 0.448 55 0.296 3.69 -28.172 QSO
115016 3.364676 1.11293 3077.8536576 18.96 1.59 0.22 0.05 0.01 60 0.246 62 0.265 57 0.261 3.08 -27.27 QSO
117163 2.254246 -0.051861 901.3817195 19.78 0.47 -0.06 -0.04 0.16 59 0.68 63 0.731 60 0.668 0.71 -23.087 QSO
117411 0.415951 -0.620415 2523.7029603 19.9 -0.13 -0.08 0.35 -0.0 60 0.687 62 0.66 63 0.588 1.83 -26.01 QSO
117460 0.693659 -0.104267 1.9907145 20.07 0.34 0.17 0.26 0.03 58 0.322 62 0.229 61 0.242 1.71 -25.213 QSO
118205 4.977507 0.687285 2180.5607941 19.87 0.13 0.05 0.25 0.01 60 0.566 59 0.458 60 0.395 1.91 -25.707 QSO
118616 4.197948 0.662019 2544.4627935 20.14 0.04 -0.07 0.21 0.01 59 0.707 60 0.623 61 0.524 1.7 -24.923 QSO
118629 2.016151 -0.660865 1501.2891547 20.23 0.18 -0.0 0.15 0.24 52 0.403 51 0.345 54 0.233 2.09 -25.237 QSO
118721 3.342855 -1.210943 2244.2479742 19.51 0.47 -0.01 0.01 0.19 54 0.3 52 0.267 53 0.267 2.3 -26.184 QSO
120082 1.443694 -0.403873 2271.5499059 19.48 -0.06 -0.04 0.27 -0.05 50 0.352 55 0.366 56 0.302 1.73 -25.798 QSO
120817 4.718145 -1.090168 2010.9011058 20.02 1.33 0.21 0.06 0.03 52 0.59 51 0.485 51 0.444 2.89 -26.112 QSO
121008 4.111931 -1.230516 2568.6119539 19.71 0.04 0.2 -0.03 -0.12 47 0.317 51 0.28 51 0.28 1.22 -24.348 QSO
121143 3.3638 0.875573 2103.0853954 17.45 0.32 0.19 -0.07 0.53 53 0.496 50 0.441 52 0.471 0.36 -23.722 QSO
122562 2.388906 0.737428 2020.5202735 20.02 0.34 0.25 0.01 0.11 61 0.574 62 0.59 61 0.631 0.95 -23.63 QSO
122682 2.896116 -1.239421 2892.513348 19.25 0.29 0.14 0.22 0.03 52 0.811 53 0.637 53 0.531 1.86 -25.813 QSO
123137 3.377389 0.303963 2008.2375264 19.33 0.09 0.04 0.25 0.01 59 0.302 60 0.265 58 0.205 1.84 -26.049 QSO
123189 3.682035 -1.201774 3321.033846 19.05 0.88 0.07 0.04 0.12 54 0.443 55 0.476 53 0.516 2.72 -27.345 QSO
123356 2.115449 1.247843 572.5366764 19.81 0.04 0.3 -0.02 -0.06 63 0.467 61 0.342 61 0.331 1.29 -24.553 QSO
124689 2.439426 0.226965 2577.5508137 18.48 0.39 -0.02 0.02 0.05 59 0.261 62 0.31 62 0.235 0.7 -24.414 QSO
125164 0.033898 0.276307 2611.5107625 19.85 0.09 0.21 0.47 0.08 62 0.385 62 0.316 64 0.28 1.84 -25.738 QSO
125207 3.894478 -1.188546 3287.8236788 19.71 0.29 0.19 0.2 0.38 52 0.465 50 0.408 51 0.304 0.41 -22.13 QSO
125388 1.216102 -0.201034 2589.7686504 18.89 0.06 0.16 -0.14 0.02 60 0.305 63 0.32 62 0.329 1.03 -24.711 QSO
126066 0.508303 0.761305 2465.3436708 19.0 0.2 0.24 0.05 -0.07 59 0.604 62 0.378 63 0.354 1.44 -25.592 QSO
126217 3.097167 -1.156292 2909.578403 19.38 0.05 0.11 0.08 -0.05 50 0.281 51 0.242 50 0.233 1.44 -25.24 QSO
126424 1.705481 0.657062 853.6286515 19.81 0.15 -0.0 0.17 0.0 60 0.506 61 0.399 61 0.34 1.59 -25.232 QSO
127248 4.833858 -0.377055 1536.3659925 19.87 0.39 0.13 -0.05 0.17 50 0.602 51 0.524 53 0.421 2.16 -25.655 QSO
127330 2.685089 0.562458 825.0497204 20.19 0.58 -0.13 -0.08 0.3 53 0.445 55 0.464 54 0.397 2.55 -25.187 QSO
127549 3.898811 -0.187306 2611.5130525 18.61 0.0 0.17 -0.07 -0.07 60 0.542 61 0.409 59 0.367 1.3 -25.767 QSO
127950 4.502507 -1.256367 458.6742597 20.11 0.25 0.1 0.23 -0.01 49 0.66 50 0.419 52 0.397 1.58 -24.988 QSO
128178 4.189573 -0.73261 2948.7206754 19.6 0.53 -0.03 0.07 0.2 53 0.447 53 0.422 52 0.366 2.25 -26.233 QSO
128761 1.663209 0.472525 3016.3516373 19.53 0.31 -0.02 0.04 0.21 51 0.443 53 0.409 53 0.351 2.2 -26.177 QSO
128895 2.302903 1.155286 1273.2075866 19.12 0.47 0.15 -0.04 0.12 59 0.305 61 0.246 59 0.237 2.47 -26.685 QSO
129274 4.763641 -0.706493 3271.4662111 19.68 0.07 0.28 -0.07 0.04 53 0.581 51 0.537 53 0.571 1.08 -23.634 QSO
129550 1.904739 0.334241 1326.732531 19.02 0.36 0.36 0.03 -0.01 60 0.268 60 0.199 61 0.218 1.1 -24.978 QSO
129563 1.413709 -1.045505 1300.8400846 19.69 0.26 0.06 -0.11 0.14 99 0.325 109 0.318 108 0.367 0.87 -23.585 QSO
129859 4.990023 0.660092 651.5852352 19.37 0.22 0.28 0.03 0.06 60 0.271 59 0.214 60 0.219 0.99 -24.379 QSO
129886 4.770143 0.576822 2191.8822006 19.1 0.13 0.1 0.16 0.22 43 0.359 43 0.313 45 0.299 2.12 -26.581 QSO
130405 3.659503 -1.130597 3321.033993 19.06 0.4 0.33 0.49 0.06 55 0.511 55 0.432 54 0.33 1.82 -26.758 QSO
130457 3.019309 -0.687135 2408.6618785 19.11 0.11 0.42 -0.09 -0.09 54 0.761 55 0.543 54 1.438 1.33 -25.498 QSO
131196 4.665973 -0.217529 760.1903144 19.5 0.17 0.11 0.18 0.1 52 0.31 51 0.183 52 0.195 1.59 -25.559 QSO
131280 1.65788 -0.311759 1656.3341267 19.46 -0.02 0.17 -0.11 0.06 52 0.455 55 0.344 53 0.35 0.99 -24.217 QSO
131569 3.518524 1.210431 3146.2514924 19.83 0.29 0.12 0.02 0.23 59 0.343 59 0.351 58 0.352 2.17 -25.553 QSO
132269 0.775989 -0.825103 3.9850579 19.89 0.16 0.14 -0.03 0.06 56 0.201 56 0.218 57 0.207 1.05 -23.912 QSO
133277 2.295213 0.674634 2807.5603451 19.59 -0.06 0.03 0.26 0.05 60 0.445 60 0.382 62 0.366 1.79 -25.784 QSO
133537 3.567702 -1.232188 3161.3689115 20.18 0.2 0.11 0.32 0.23 52 0.435 51 0.457 50 0.34 2.08 -25.296 QSO
133669 0.634671 -0.341631 0.9962557 19.93 0.34 0.11 0.03 0.19 55 0.251 54 0.223 54 0.211 2.19 -25.624 QSO
133735 3.735487 -0.018882 0.9974173 20.2 0.65 0.06 -0.12 0.23 57 0.527 60 0.481 58 0.487 2.64 -25.927 QSO
134148 4.080116 0.416926 0.9996215 20.19 0.07 0.06 0.3 0.07 109 0.354 110 0.263 115 0.263 1.86 -25.296 QSO
134883 13.651451 0.848804 3049.766082 20.1 0.71 0.22 0.21 0.3 47 0.464 49 0.497 48 0.561 2.24 -25.88 QSO
134930 14.364509 -0.024376 616.9120451 19.87 0.73 0.24 0.29 0.2 62 0.387 63 0.365 61 0.416 0.66 -23.124 QSO
135017 11.501094 -0.356223 0.993348 20.08 0.08 0.17 0.26 0.13 52 0.315 55 0.27 54 0.241 1.92 -25.455 QSO
135101 12.462134 0.05838 1191.2402939 19.4 0.34 0.22 0.13 0.1 58 0.49 59 0.446 60 0.437 1.33 -24.949 QSO
135413 14.195109 1.08127 3303.5640155 19.14 -0.05 0.03 0.19 0.2 58 0.353 62 0.331 60 0.271 2.0 -26.561 QSO
135607 14.772492 -0.783706 1615.6379679 20.05 0.18 0.01 0.2 -0.05 56 0.572 58 0.487 58 0.418 1.56 -24.902 QSO
135718 10.71059 1.034991 1529.220102 19.24 0.51 0.02 0.26 -0.06 54 0.262 54 0.223 55 0.233 0.6 -23.511 QSO
135974 14.141145 -0.440346 3336.933289 19.89 0.56 0.39 0.43 0.09 58 0.667 62 0.612 62 0.559 1.7 -25.885 QSO
136787 11.473647 -0.048847 1.9965394 19.78 0.44 0.11 -0.01 0.21 62 0.522 64 0.395 63 0.424 2.22 -25.708 QSO
136829 11.809036 -0.459208 3207.3436775 17.89 0.03 0.23 0.07 -0.06 64 0.424 64 0.301 62 0.295 1.25 -26.503 QSO
137090 10.731209 0.939671 0.9987873 19.97 0.32 0.0 0.24 -0.15 54 0.415 54 0.344 55 0.299 1.58 -24.81 QSO
137822 12.02524 0.773242 2889.4135699 19.21 0.61 -0.02 0.05 0.22 61 0.421 62 0.406 63 0.347 2.36 -26.559 QSO
138442 10.614484 0.237867 1188.324618 18.86 0.35 -0.12 0.11 -0.08 64 0.427 64 0.408 64 0.331 0.61 -23.543 QSO
138860 10.316802 0.003588 0.9980668 20.07 0.26 0.07 0.13 0.23 63 0.672 65 0.643 65 0.595 2.12 -25.484 QSO
139265 12.463232 -0.987746 929.2656795 20.02 0.17 0.08 0.2 -0.1 58 0.703 62 0.536 63 0.38 1.54 -24.935 QSO
139750 11.175313 -0.702843 0.9965486 19.81 0.3 -0.03 0.19 0.03 53 0.37 56 0.373 55 0.276 0.56 -22.613 QSO
140339 11.008003 -0.567081 2257.558965 19.82 0.32 0.11 0.32 0.13 60 0.37 64 0.284 64 0.253 1.81 -25.439 QSO
140509 14.320831 -0.409212 3300.35073 19.2 0.75 0.06 0.0 0.08 56 0.402 57 0.437 59 0.416 2.71 -27.043 QSO
140558 11.693778 1.216314 2906.3603425 20.09 0.27 0.07 0.12 0.27 57 0.526 61 0.426 59 0.355 2.09 -25.463 QSO
141146 10.449568 0.672993 1300.6081431 20.01 0.06 0.08 0.35 -0.02 62 0.451 63 0.352 65 0.218 1.82 -25.515 QSO
141616 13.728923 1.017455 2922.5097748 19.05 0.27 0.17 -0.04 0.12 56 0.276 58 0.238 56 0.263 1.06 -24.666 QSO
141827 14.492098 -1.068225 3321.033825 19.3 0.03 0.31 -0.05 -0.06 55 0.621 57 0.467 57 0.525 1.3 -25.234 QSO
141918 14.322348 -0.020355 1672.6906346 18.91 0.34 0.14 0.05 0.2 62 0.321 63 0.237 61 0.188 2.16 -26.651 QSO
142088 14.481414 0.430906 3327.017602 20.17 0.22 0.02 0.23 -0.02 57 0.876 59 0.62 58 0.629 1.61 -25.036 QSO
142102 11.513697 0.124847 1.0004574 20.12 0.67 0.16 0.0 0.22 55 0.488 56 0.47 54 0.502 2.56 -26.054 QSO
142217 13.425668 0.865831 2884.0558108 19.17 0.05 0.15 0.18 0.01 50 0.368 56 0.383 57 0.38 1.44 -25.495 QSO
142626 14.410169 -0.776759 3321.034051 19.83 0.31 0.23 0.08 0.04 52 0.355 58 0.272 58 0.287 1.4 -24.914 QSO
142808 13.512429 0.960776 3321.033964 19.98 0.49 0.08 -0.03 0.2 52 0.736 56 0.697 57 0.657 2.41 -26.141 QSO
142916 10.119866 -0.636023 1627.6352739 19.13 0.34 -0.0 -0.04 0.26 61 0.373 61 0.325 60 0.32 0.73 -23.61 QSO
143320 10.541371 0.362758 3106.8000418 20.3 0.01 -0.06 0.27 -0.07 63 0.61 63 0.521 64 0.426 1.76 -24.977 QSO
144096 12.329068 0.435976 2994.3157914 18.37 -0.04 0.08 0.21 0.1 58 0.576 58 0.488 56 0.235 1.94 -27.124 QSO
144426 11.843351 1.171964 2232.1303699 20.01 0.25 0.22 0.37 0.17 62 0.27 61 0.228 58 0.188 1.74 -25.465 QSO
145336 10.774662 -0.777136 2438.4351391 20.3 0.55 0.0 0.04 0.46 51 1.132 55 1.193 55 1.133 0.85 -23.36 QSO
146771 13.685968 -0.779369 2163.0416273 20.02 0.28 0.09 0.13 0.29 35 0.332 40 0.282 40 0.349 0.84 -23.385 QSO
146776 12.580121 0.013945 3003.4166797 20.36 -0.14 -0.06 0.37 0.14 54 0.766 54 0.779 56 0.571 2.04 -25.504 QSO
147204 14.656617 -1.193317 0.9981146 20.07 -0.02 -0.04 0.1 0.17 53 0.485 56 0.519 55 0.479 2.07 -25.508 QSO
147308 10.531047 -0.958396 2646.3774849 19.12 0.3 0.1 0.2 -0.07 60 0.717 62 0.611 63 0.51 1.55 -25.572 QSO
149455 12.535365 1.225044 852.532646 18.85 0.1 0.25 -0.05 -0.15 60 0.442 62 0.346 59 0.338 1.14 -24.906 QSO
149625 11.691657 0.458242 0.6146298 19.43 0.29 0.01 0.5 0.11 25 0.248 25 0.242 26 0.295 0.47 -22.791 QSO
150008 13.771471 -0.619013 1522.3797243 20.22 0.44 -0.03 0.15 0.2 54 0.678 58 0.662 60 0.634 0.71 -22.932 QSO
150782 13.010018 1.02481 2163.0416826 17.29 0.49 0.04 0.05 0.21 57 0.316 55 0.249 57 0.208 2.27 -28.361 QSO
151329 10.538154 0.760324 2811.5437849 19.84 0.03 -0.0 0.27 0.0 63 0.518 63 0.506 64 0.442 1.67 -25.44 QSO
151452 10.50333 0.56585 1536.3660049 20.12 -0.14 0.26 0.02 -0.04 51 0.489 53 0.46 54 0.451 1.4 -24.18 QSO
151724 11.482613 0.915342 1.0001561 19.88 0.34 0.21 0.25 -0.02 53 0.262 56 0.224 56 0.158 1.55 -24.978 QSO
152007 11.609867 0.22105 3320.164789 18.91 0.32 0.35 0.13 -0.07 64 0.568 64 0.394 65 0.335 1.54 -26.08 QSO
152804 10.679431 0.033727 1631.6740798 18.0 0.15 0.17 -0.05 -0.06 55 0.258 54 0.253 56 0.265 1.08 -25.836 QSO
153691 11.022399 -0.650298 1.0003843 19.34 0.25 0.06 0.25 -0.07 53 0.322 56 0.254 55 0.2 1.6 -25.644 QSO
154240 13.622635 0.980095 2221.5022646 19.91 0.29 0.05 0.24 0.1 56 0.478 56 0.401 55 0.363 0.5 -22.189 QSO
154943 11.556183 0.39947 1948.9977158 18.52 0.23 0.14 0.05 0.14 64 0.489 64 0.385 65 0.314 2.12 -26.836 QSO
155630 11.292271 0.678176 0.9982477 19.98 0.23 0.09 0.28 0.11 62 0.191 63 0.185 64 0.168 1.71 -25.331 QSO
156113 13.392224 -0.675518 2074.3364688 19.72 0.02 0.05 0.06 0.16 58 0.529 57 0.403 56 0.364 2.04 -25.841 QSO
156456 10.873517 -0.350124 813.8176025 19.21 0.18 0.08 -0.07 0.15 56 0.484 55 0.412 56 0.427 0.85 -24.176 QSO
158486 13.350315 0.259156 2450.1066371 18.84 0.35 0.26 0.13 -0.04 61 0.582 62 0.515 61 0.462 1.4 -25.602 QSO
158833 12.843978 0.575374 1868.0814142 20.16 0.44 0.2 0.23 0.27 46 0.674 49 0.565 46 0.464 0.71 -22.797 QSO
158909 14.154601 -0.447191 2611.5107425 19.78 0.41 0.08 0.47 0.28 59 0.605 62 0.526 62 0.394 0.47 -22.29 QSO
